name,type,value,time
芜湖县,芜湖县最低气温,6,2020-04-13
芜湖县,芜湖县最低气温,5,2020-04-12
芜湖县,芜湖县最低气温,6,2020-04-11
芜湖县,芜湖县最低气温,10,2020-04-10
芜湖县,芜湖县最低气温,12,2020-04-09
芜湖县,芜湖县最低气温,10,2020-04-08
芜湖县,芜湖县最低气温,7,2020-04-07
芜湖县,芜湖县最低气温,6,2020-04-06
芜湖县,芜湖县最低气温,8,2020-04-05
芜湖县,芜湖县最低气温,7,2020-04-04
芜湖县,芜湖县最低气温,9,2020-04-03
芜湖县,芜湖县最低气温,9,2020-04-02
芜湖县,芜湖县最低气温,9,2020-04-01
芜湖县,芜湖县最低气温,10,2020-03-31
芜湖县,芜湖县最低气温,7,2020-03-30
芜湖县,芜湖县最低气温,5,2020-03-29
芜湖县,芜湖县最低气温,3,2020-03-28
芜湖县,芜湖县最低气温,3,2020-03-27
芜湖县,芜湖县最低气温,10,2020-03-26
芜湖县,芜湖县最低气温,15,2020-03-25
五河,五河最低气温,6,2020-04-23
五河,五河最低气温,6,2020-04-22
五河,五河最低气温,8,2020-04-21
五河,五河最低气温,9,2020-04-20
五河,五河最低气温,10,2020-04-19
五河,五河最低气温,11,2020-04-18
五河,五河最低气温,11,2020-04-17
五河,五河最低气温,11,2020-04-16
五河,五河最低气温,15,2020-04-15
五河,五河最低气温,9,2020-04-14
五河,五河最低气温,10,2020-04-13
五河,五河最低气温,4,2020-04-12
五河,五河最低气温,6,2020-04-11
五河,五河最低气温,6,2020-04-10
五河,五河最低气温,9,2020-04-09
五河,五河最低气温,10,2020-04-08
五河,五河最低气温,7,2020-04-07
五河,五河最低气温,4,2020-04-06
五河,五河最低气温,7,2020-04-05
五河,五河最低气温,5,2020-04-04
五河,五河最低气温,9,2020-04-03
五河,五河最低气温,6,2020-04-02
五河,五河最低气温,7,2020-04-01
五河,五河最低气温,7,2020-03-31
五河,五河最低气温,7,2020-03-30
五河,五河最低气温,3,2020-03-29
五河,五河最低气温,6,2020-03-28
五河,五河最低气温,6,2020-03-27
五河,五河最低气温,8,2020-03-26
五河,五河最低气温,11,2020-03-25
歙县,歙县最低气温,8,2020-04-23
歙县,歙县最低气温,11,2020-04-22
歙县,歙县最低气温,10,2020-04-21
歙县,歙县最低气温,12,2020-04-20
歙县,歙县最低气温,10,2020-04-19
歙县,歙县最低气温,14,2020-04-18
歙县,歙县最低气温,14,2020-04-17
歙县,歙县最低气温,15,2020-04-16
歙县,歙县最低气温,11,2020-04-15
歙县,歙县最低气温,9,2020-04-14
歙县,歙县最低气温,6,2020-04-13
歙县,歙县最低气温,4,2020-04-12
歙县,歙县最低气温,4,2020-04-11
歙县,歙县最低气温,12,2020-04-10
歙县,歙县最低气温,10,2020-04-09
歙县,歙县最低气温,8,2020-04-08
歙县,歙县最低气温,6,2020-04-07
歙县,歙县最低气温,5,2020-04-06
歙县,歙县最低气温,7,2020-04-05
歙县,歙县最低气温,8,2020-04-04
歙县,歙县最低气温,10,2020-04-03
歙县,歙县最低气温,10,2020-04-02
歙县,歙县最低气温,7,2020-04-01
歙县,歙县最低气温,9,2020-03-31
歙县,歙县最低气温,6,2020-03-30
歙县,歙县最低气温,5,2020-03-29
歙县,歙县最低气温,3,2020-03-28
歙县,歙县最低气温,4,2020-03-27
歙县,歙县最低气温,13,2020-03-26
歙县,歙县最低气温,13,2020-03-25
萧县,萧县最低气温,5,2020-04-23
萧县,萧县最低气温,6,2020-04-22
萧县,萧县最低气温,9,2020-04-21
萧县,萧县最低气温,10,2020-04-20
萧县,萧县最低气温,12,2020-04-19
萧县,萧县最低气温,11,2020-04-18
萧县,萧县最低气温,9,2020-04-17
萧县,萧县最低气温,10,2020-04-16
萧县,萧县最低气温,15,2020-04-15
萧县,萧县最低气温,10,2020-04-14
萧县,萧县最低气温,12,2020-04-13
萧县,萧县最低气温,5,2020-04-12
萧县,萧县最低气温,5,2020-04-11
萧县,萧县最低气温,5,2020-04-10
萧县,萧县最低气温,7,2020-04-09
萧县,萧县最低气温,9,2020-04-08
萧县,萧县最低气温,6,2020-04-07
萧县,萧县最低气温,4,2020-04-06
萧县,萧县最低气温,6,2020-04-05
萧县,萧县最低气温,4,2020-04-04
萧县,萧县最低气温,6,2020-04-03
萧县,萧县最低气温,5,2020-04-02
萧县,萧县最低气温,7,2020-04-01
萧县,萧县最低气温,6,2020-03-31
萧县,萧县最低气温,3,2020-03-30
萧县,萧县最低气温,1,2020-03-29
萧县,萧县最低气温,6,2020-03-28
萧县,萧县最低气温,6,2020-03-27
萧县,萧县最低气温,7,2020-03-26
萧县,萧县最低气温,10,2020-03-25
休宁,休宁最低气温,8,2020-04-23
休宁,休宁最低气温,12,2020-04-22
休宁,休宁最低气温,10,2020-04-21
休宁,休宁最低气温,12,2020-04-20
休宁,休宁最低气温,10,2020-04-19
休宁,休宁最低气温,14,2020-04-18
休宁,休宁最低气温,14,2020-04-17
休宁,休宁最低气温,16,2020-04-16
休宁,休宁最低气温,12,2020-04-15
休宁,休宁最低气温,8,2020-04-14
休宁,休宁最低气温,7,2020-04-13
休宁,休宁最低气温,4,2020-04-12
休宁,休宁最低气温,4,2020-04-11
休宁,休宁最低气温,13,2020-04-10
休宁,休宁最低气温,10,2020-04-09
休宁,休宁最低气温,9,2020-04-08
休宁,休宁最低气温,7,2020-04-07
休宁,休宁最低气温,6,2020-04-06
休宁,休宁最低气温,8,2020-04-05
休宁,休宁最低气温,8,2020-04-04
休宁,休宁最低气温,11,2020-04-03
休宁,休宁最低气温,11,2020-04-02
休宁,休宁最低气温,8,2020-04-01
休宁,休宁最低气温,8,2020-03-31
休宁,休宁最低气温,6,2020-03-30
休宁,休宁最低气温,5,2020-03-29
休宁,休宁最低气温,4,2020-03-28
休宁,休宁最低气温,5,2020-03-27
休宁,休宁最低气温,14,2020-03-26
休宁,休宁最低气温,15,2020-03-25
宣城,宣城最低气温,7,2020-04-23
宣城,宣城最低气温,11,2020-04-22
宣城,宣城最低气温,10,2020-04-21
宣城,宣城最低气温,13,2020-04-20
宣城,宣城最低气温,10,2020-04-19
宣城,宣城最低气温,13,2020-04-18
宣城,宣城最低气温,13,2020-04-17
宣城,宣城最低气温,16,2020-04-16
宣城,宣城最低气温,14,2020-04-15
宣城,宣城最低气温,9,2020-04-14
宣城,宣城最低气温,6,2020-04-13
宣城,宣城最低气温,5,2020-04-12
宣城,宣城最低气温,5,2020-04-11
宣城,宣城最低气温,11,2020-04-10
宣城,宣城最低气温,11,2020-04-09
宣城,宣城最低气温,9,2020-04-08
宣城,宣城最低气温,5,2020-04-07
宣城,宣城最低气温,4,2020-04-06
宣城,宣城最低气温,8,2020-04-05
宣城,宣城最低气温,6,2020-04-04
宣城,宣城最低气温,8,2020-04-03
宣城,宣城最低气温,9,2020-04-02
宣城,宣城最低气温,8,2020-04-01
宣城,宣城最低气温,10,2020-03-31
宣城,宣城最低气温,7,2020-03-30
宣城,宣城最低气温,6,2020-03-29
宣城,宣城最低气温,2,2020-03-28
宣城,宣城最低气温,4,2020-03-27
宣城,宣城最低气温,10,2020-03-26
宣城,宣城最低气温,15,2020-03-25
黟县,黟县最低气温,7,2020-04-23
黟县,黟县最低气温,10,2020-04-22
黟县,黟县最低气温,9,2020-04-21
黟县,黟县最低气温,10,2020-04-20
黟县,黟县最低气温,9,2020-04-19
黟县,黟县最低气温,14,2020-04-18
黟县,黟县最低气温,12,2020-04-17
黟县,黟县最低气温,15,2020-04-16
黟县,黟县最低气温,10,2020-04-15
黟县,黟县最低气温,7,2020-04-14
黟县,黟县最低气温,6,2020-04-13
黟县,黟县最低气温,3,2020-04-12
黟县,黟县最低气温,2,2020-04-11
黟县,黟县最低气温,12,2020-04-10
黟县,黟县最低气温,10,2020-04-09
黟县,黟县最低气温,7,2020-04-08
黟县,黟县最低气温,6,2020-04-07
黟县,黟县最低气温,3,2020-04-06
黟县,黟县最低气温,7,2020-04-05
黟县,黟县最低气温,7,2020-04-04
黟县,黟县最低气温,9,2020-04-03
黟县,黟县最低气温,9,2020-04-02
黟县,黟县最低气温,7,2020-04-01
黟县,黟县最低气温,7,2020-03-31
黟县,黟县最低气温,6,2020-03-30
黟县,黟县最低气温,5,2020-03-29
黟县,黟县最低气温,2,2020-03-28
黟县,黟县最低气温,4,2020-03-27
黟县,黟县最低气温,12,2020-03-26
黟县,黟县最低气温,14,2020-03-25
颍上,颍上最低气温,6,2020-04-23
颍上,颍上最低气温,9,2020-04-22
颍上,颍上最低气温,10,2020-04-21
颍上,颍上最低气温,10,2020-04-20
颍上,颍上最低气温,10,2020-04-19
颍上,颍上最低气温,12,2020-04-18
颍上,颍上最低气温,12,2020-04-17
颍上,颍上最低气温,13,2020-04-16
颍上,颍上最低气温,16,2020-04-15
颍上,颍上最低气温,11,2020-04-14
颍上,颍上最低气温,11,2020-04-13
颍上,颍上最低气温,5,2020-04-12
颍上,颍上最低气温,7,2020-04-11
颍上,颍上最低气温,6,2020-04-10
颍上,颍上最低气温,11,2020-04-09
颍上,颍上最低气温,10,2020-04-08
颍上,颍上最低气温,8,2020-04-07
颍上,颍上最低气温,7,2020-04-06
颍上,颍上最低气温,9,2020-04-05
颍上,颍上最低气温,7,2020-04-04
颍上,颍上最低气温,9,2020-04-03
颍上,颍上最低气温,8,2020-04-02
颍上,颍上最低气温,8,2020-04-01
颍上,颍上最低气温,7,2020-03-31
颍上,颍上最低气温,6,2020-03-30
颍上,颍上最低气温,3,2020-03-29
颍上,颍上最低气温,5,2020-03-28
颍上,颍上最低气温,5,2020-03-27
颍上,颍上最低气温,8,2020-03-26
颍上,颍上最低气温,14,2020-03-25
岳西,岳西最低气温,5,2020-04-23
岳西,岳西最低气温,9,2020-04-22
岳西,岳西最低气温,7,2020-04-21
岳西,岳西最低气温,9,2020-04-20
岳西,岳西最低气温,9,2020-04-19
岳西,岳西最低气温,12,2020-04-18
岳西,岳西最低气温,12,2020-04-17
岳西,岳西最低气温,13,2020-04-16
岳西,岳西最低气温,12,2020-04-15
岳西,岳西最低气温,6,2020-04-14
岳西,岳西最低气温,7,2020-04-13
岳西,岳西最低气温,1,2020-04-12
岳西,岳西最低气温,2,2020-04-11
岳西,岳西最低气温,7,2020-04-10
岳西,岳西最低气温,9,2020-04-09
岳西,岳西最低气温,8,2020-04-08
岳西,岳西最低气温,5,2020-04-07
岳西,岳西最低气温,4,2020-04-06
岳西,岳西最低气温,6,2020-04-05
岳西,岳西最低气温,7,2020-04-04
岳西,岳西最低气温,6,2020-04-03
岳西,岳西最低气温,7,2020-04-02
岳西,岳西最低气温,5,2020-04-01
岳西,岳西最低气温,5,2020-03-31
岳西,岳西最低气温,4,2020-03-30
岳西,岳西最低气温,2,2020-03-29
岳西,岳西最低气温,1,2020-03-28
岳西,岳西最低气温,2,2020-03-27
岳西,岳西最低气温,8,2020-03-26
岳西,岳西最低气温,14,2020-03-25
